市区町村コード,市区町村名,面積あたり平均価格（円／㎡）(2015年)(住宅地),面積あたり平均価格（円／㎡）(2015年)(住宅地)　高価順,人口密度 人/km2 (2015),人口密度 人/km2 (2015) 大きい順,地方税(千円) 2015,地方税(千円) 2015 高い順,HP
21505,八百津町,10171,1124,#N/A,,121,784,http://www.town.yaotsu.lg.jp/
21506,白川町,1818,1620,#N/A,,109,1015,http://www.town.shirakawa.lg.jp/
21507,東白川村,19091,730,#N/A,,81,1544,https://www.vill.higashishirakawa.gifu.jp/
21521,御嵩町,11211,1084,#N/A,,127,691,http://www.town.mitake.gifu.jp/index.cfm
21604,白川村,3333,1546,#N/A,,418,21,http://shirakawa-go.org/
22100,静岡市,94730,133,499.3193569,388,178,165,http://www.city.shizuoka.jp/
22130,浜松市,52424,261,512.1625611,380,160,269,http://www.city.hamamatsu.shizuoka.jp/
22203,沼津市,75756,180,1046.389602,268,177,176,http://www.city.numazu.shizuoka.jp/
22205,熱海市,26347,523,607.7047588,353,257,51,http://www.city.atami.lg.jp/
22206,三島市,86673,150,1774.363109,198,157,298,http://www.city.mishima.shizuoka.jp/
22207,富士宮市,37876,379,336.1005449,459,157,299,http://www.city.fujinomiya.lg.jp/
22208,伊東市,12135,1034,550.7252216,369,154,322,http://www.city.ito.shizuoka.jp/
22209,島田市,46326,300,310.7760532,473,142,464,http://www.city.shimada.shizuoka.jp/
22210,富士市,49918,275,1014.080425,276,179,162,http://www.city.fuji.shizuoka.jp/
22211,磐田市,45085,306,1023.003977,274,159,279,http://www.city.iwata.shizuoka.jp/
22212,焼津市,40518,353,1983.530081,185,147,408,http://www.city.yaizu.lg.jp/
22213,掛川市,32398,430,431.3372728,416,178,166,http://www.city.kakegawa.shizuoka.jp/
22214,藤枝市,55977,250,740.0030918,333,142,465,http://www.city.fujieda.shizuoka.jp/
22215,御殿場市,52532,260,451.9138019,407,180,159,http://city.gotemba.shizuoka.jp/
22216,袋井市,34726,400,791.9228284,321,167,224,http://www.city.fukuroi.shizuoka.jp/
22219,下田市,28133,500,219.5439739,554,128,671,http://www.city.shimoda.shizuoka.jp/
22220,裾野市,57341,244,381.8201564,435,209,91,http://www.city.susono.shizuoka.jp/
22221,湖西市,42938,329,690.7231978,338,192,122,http://www.city.kosai.shizuoka.jp/
22222,伊豆市,17059,816,86.04280573,727,135,559,http://www.city.izu.shizuoka.jp/
22223,御前崎市,12252,1027,496.918853,392,237,70,http://www.city.omaezaki.shizuoka.jp/
22224,菊川市,25669,538,496.4752097,393,148,393,http://www.city.kikugawa.shizuoka.jp/
22225,伊豆の国市,46109,302,508.8987529,384,135,560,http://www.city.izunokuni.shizuoka.jp/
22226,牧之原市,23459,596,407.7983705,421,166,234,http://www.city.makinohara.shizuoka.jp/
22301,東伊豆町,10988,1096,#N/A,,151,358,http://www.town.higashiizu.shizuoka.jp/
22302,河津町,15941,870,#N/A,,117,854,http://www.town.kawazu.shizuoka.jp/
22304,南伊豆町,22097,629,#N/A,,104,1116,http://www.town.minamiizu.shizuoka.jp/
22305,松崎町,28750,493,#N/A,,94,1323,http://www.town.matsuzaki.shizuoka.jp/
22306,西伊豆町,18625,749,#N/A,,116,875,http://www.town.nishiizu.shizuoka.jp/
22325,函南町,80537,166,#N/A,,136,544,http://www.town.kannami.shizuoka.jp/
22341,清水町,75263,181,#N/A,,130,639,http://www.town.shimizu.hokkaido.jp/
22342,長泉町,88288,146,#N/A,,219,83,http://japan.nagaizumi.org/
22344,小山町,28933,488,#N/A,,197,111,http://www.fuji-oyama.jp/
22424,吉田町,30545,463,#N/A,,177,177,http://www.town.yoshida.shizuoka.jp/
22429,川根本町,8550,1237,#N/A,,182,154,http://www.town.kawanehon.shizuoka.jp/
22461,森町,19099,728,#N/A,,100,1182,http://www.town.hokkaido-mori.lg.jp/
23100,名古屋市,150650,71,7032.127431,68,223,80,http://www.city.nagoya.jp/
23201,豊橋市,63742,209,1431.165508,218,167,225,http://www.city.toyohashi.lg.jp/
23202,岡崎市,88091,147,984.1193182,285,175,187,http://www.city.okazaki.lg.jp/
23203,一宮市,58023,241,3346.230891,129,126,703,http://www.city.ichinomiya.aichi.jp/
23204,瀬戸市,48816,284,1158.402154,249,138,519,http://www.city.seto.aichi.jp/
23205,半田市,61107,222,2465.37326,168,187,133,http://www.city.handa.lg.jp/
23206,春日井市,88302,144,3303.599914,133,162,256,http://www.city.kasugai.lg.jp/
23207,豊川市,59917,227,1132.158372,254,153,332,http://www.city.toyokawa.lg.jp/
23208,津島市,30917,453,2528.138701,165,133,587,http://www.city.tsushima.lg.jp/
23209,碧南市,57312,245,1945.092694,187,250,56,http://www.city.hekinan.aichi.jp/
23210,刈谷市,119130,90,2972.117484,149,237,71,http://www.city.kariya.lg.jp/
23211,豊田市,72054,187,460.1250109,402,282,37,http://www.city.toyota.aichi.jp/
23212,安城市,108264,110,2139.918652,179,204,102,http://www.city.anjo.aichi.jp/
23213,西尾市,47031,294,1041.992309,269,173,194,http://www.city.nishio.aichi.jp/
23214,蒲郡市,52548,259,1424.05619,220,167,226,http://www.city.gamagori.lg.jp/
23215,犬山市,55183,252,992.0961282,283,153,333,http://www.city.inuyama.aichi.jp/
23216,常滑市,29149,483,1011.755233,277,195,112,http://www.city.tokoname.aichi.jp/
23217,江南市,62432,215,3256.92053,134,124,735,http://www.city.konan.lg.jp/
23219,小牧市,67451,196,2379.589237,171,206,97,http://www.city.komaki.aichi.jp/
23220,稲沢市,51220,266,1724.851922,203,153,334,http://www.city.inazawa.aichi.jp/
23221,新城市,25480,547,94.41139355,712,150,369,http://www.city.shinshiro.lg.jp/
23222,東海市,73872,185,2577.573106,164,248,58,http://www.city.tokai.aichi.jp/
23223,大府市,109809,106,2648.752228,160,191,124,http://www.city.obu.aichi.jp/
23224,知多市,58041,240,1843.507625,193,174,192,http://www.city.chita.lg.jp/
23225,知立市,119057,91,4322.562845,110,168,220,http://www.city.chiryu.aichi.jp/
23226,尾張旭市,90326,140,3841.512126,118,147,409,http://www.city.owariasahi.lg.jp/
23227,高浜市,79101,168,3526.773455,126,184,145,http://www.city.takahama.lg.jp/
23228,岩倉市,55019,253,4542.69341,106,136,545,http://www.city.iwakura.aichi.jp/
23229,豊明市,101753,121,2977.04565,148,152,344,http://www.city.toyoake.lg.jp/
23230,日進市,110360,104,2520.108851,166,169,215,http://www.city.nisshin.lg.jp/
23231,田原市,29415,475,326.3080787,464,279,41,http://www.city.tahara.aichi.jp/
23232,愛西市,38166,372,945.8470765,292,113,924,http://www.city.aisai.lg.jp/
23233,清須市,86908,148,3880.518732,117,175,188,http://www.city.kiyosu.aichi.jp/
23234,北名古屋市,90751,138,4579.912901,105,162,257,http://www.city.kitanagoya.lg.jp/
23235,弥富市,39533,358,883.0408163,303,179,163,http://www.city.yatomi.lg.jp/
23236,みよし市,84503,155,1920.161541,190,279,42,http://www.city.aichi-miyoshi.lg.jp/
23237,あま市,43393,319,3161.076755,137,119,824,http://www.city.ama.aichi.jp/
23238,長久手市,137175,78,2672.761021,159,188,131,http://www.city.nagakute.lg.jp/
23302,東郷町,82804,157,#N/A,,143,453,http://www.town.aichi-togo.lg.jp/
23342,豊山町,84574,154,#N/A,,233,74,http://www.town.toyoyama.lg.jp/
23361,大口町,50197,274,#N/A,,243,67,http://www.town.oguchi.aichi.jp/
23362,扶桑町,56650,248,#N/A,,133,588,http://www.town.fuso.lg.jp/
23424,大治町,65943,203,#N/A,,121,785,http://www.town.oharu.aichi.jp/
23425,蟹江町,56199,249,#N/A,,140,496,http://www.town.kanie.aichi.jp/
23427,飛島村,25116,554,#N/A,,878,3,http://www.vill.tobishima.aichi.jp/
23441,阿久比町,61783,217,#N/A,,144,435,http://www.town.agui.lg.jp/
23442,東浦町,82896,156,#N/A,,164,246,http://www.town.aichi-higashiura.lg.jp/
23445,南知多町,21508,653,#N/A,,126,704,http://www.town.minamichita.lg.jp/
23446,美浜町,24570,567,#N/A,,261,47,http://www.town.mihama.fukui.jp/
23447,武豊町,52019,262,#N/A,,177,178,http://www.town.taketoyo.lg.jp/
23501,幸田町,68184,194,#N/A,,194,118,http://www.town.kota.lg.jp/
23561,設楽町,20232,686,#N/A,,116,876,http://www.town.shitara.aichi.jp/
23562,東栄町,7097,1321,#N/A,,96,1284,http://www.town.toei.aichi.jp/
23563,豊根村,,,#N/A,,334,25,http://www.vill.toyone.aichi.jp/
24201,津市,32839,421,393.5903025,427,145,424,http://www.info.city.tsu.mie.jp/
24202,四日市市,38095,375,1506.641155,212,200,105,http://www.city.yokkaichi.mie.jp/
24203,伊勢市,32879,419,613.4725222,351,130,640,http://www.city.ise.mie.jp/
24204,松阪市,29057,487,262.7441234,511,128,672,http://www.city.matsusaka.mie.jp/
24205,桑名市,51141,267,1026.50717,273,152,345,http://www.city.kuwana.lg.jp/
24207,鈴鹿市,43024,326,1009.991772,278,142,466,http://www.city.suzuka.lg.jp/
24208,名張市,19560,711,607.1896432,354,117,855,http://www.city.nabari.lg.jp/
24209,尾鷲市,25080,557,93.45129988,715,117,856,http://www.city.owase.lg.jp/
24210,亀山市,22791,615,263.0548576,510,214,87,http://www.city.kameyama.mie.jp/
24211,鳥羽市,16183,859,181.1812931,604,142,467,http://www.city.toba.mie.jp/
24212,熊野市,20294,685,46.39614303,794,91,1384,http://www.city.kumano.mie.jp/
24214,いなべ市,22481,619,208.4110449,567,186,137,http://www.city.inabe.mie.jp/
24215,志摩市,14203,937,281.3289371,494,108,1032,http://www.city.shima.mie.jp/
24216,伊賀市,23878,587,162.2646579,625,152,346,http://www.city.iga.lg.jp/
24303,木曽岬町,24000,582,#N/A,,149,381,http://www.town.kisosaki.lg.jp/
24324,東員町,38879,363,#N/A,,148,394,http://www.town.toin.lg.jp/
24341,菰野町,20175,688,#N/A,,131,621,http://www2.town.komono.mie.jp/
24343,朝日町,62780,213,#N/A,,78,1587,http://www.town.asahi.yamagata.jp/
24344,川越町,46169,301,#N/A,,307,30,http://www.town.kawagoe.mie.jp/
24441,多気町,16328,853,#N/A,,160,270,http://www.town.taki.mie.jp/
24442,明和町,21615,645,#N/A,,172,201,http://www.town.meiwa.gunma.jp/
24443,大台町,5587,1415,#N/A,,101,1167,http://www.odaitown.jp/
24461,玉城町,21941,633,#N/A,,130,641,https://kizuna.town.tamaki.mie.jp/town_site/index/
24470,度会町,15625,879,#N/A,,86,1471,http://www.town.watarai.lg.jp/
24471,大紀町,7804,1280,#N/A,,78,1588,http://www.town.taiki.mie.jp/
24472,南伊勢町,5856,1390,#N/A,,75,1619,http://www.town.minamiise.mie.jp/
24543,紀北町,10449,1110,#N/A,,87,1455,http://www.town.mie-kihoku.lg.jp/
24561,御浜町,12263,1026,#N/A,,86,1472,http://www.town.mihama.mie.jp/
24562,紀宝町,23812,589,#N/A,,92,1362,http://www.town.kiho.lg.jp/
25201,大津市,66377,201,734.0487826,335,145,425,http://www.city.otsu.lg.jp/
25202,彦根市,43513,317,577.4318078,363,153,335,http://www.city.hikone.shiga.jp/
25203,長浜市,32148,432,173.5529059,614,139,506,http://www.city.nagahama.lg.jp/
25204,近江八幡市,42738,333,458.2248521,404,134,575,http://www.city.omihachiman.shiga.jp/
25206,草津市,69235,192,2023.695075,182,170,210,http://www.city.kusatsu.shiga.jp/
25207,守山市,86628,151,1432.705418,217,153,336,http://www.city.moriyama.lg.jp/
25208,栗東市,71115,190,1266.824824,236,183,150,http://www.city.ritto.lg.jp/
25209,甲賀市,23888,585,188.7400855,600,145,426,http://www.city.koka.lg.jp/
25210,野洲市,64245,207,622.5230846,348,184,146,http://www.city.yasu.lg.jp/
25211,湖南市,30649,460,771.1505682,327,152,347,http://www.city.konan.shiga.jp/
25212,高島市,11685,1055,72.18093933,753,112,948,http://www.city.takashima.shiga.jp/
25213,東近江市,40643,352,293.9979916,485,146,417,http://www.city.higashiomi.shiga.jp/
25214,米原市,23056,609,154.6347698,635,155,316,http://www.city.maibara.lg.jp/
25383,日野町,16282,856,#N/A,,150,370,http://www.town.shiga-hino.lg.jp/
25384,竜王町,20506,680,#N/A,,234,72,http://www.town.ryuoh.shiga.jp/
25425,愛荘町,23987,583,#N/A,,139,507,http://www.town.aisho.shiga.jp/
25441,豊郷町,10369,1115,#N/A,,129,654,http://www.town.toyosato.shiga.jp/
25442,甲良町,,,#N/A,,111,972,http://www.kouratown.jp/
25443,多賀町,29197,480,#N/A,,244,63,https://www.town.taga.lg.jp/
26100,京都市,193922,43,1781.987848,197,178,167,http://www.city.kyoto.lg.jp/
26201,福知山市,29209,479,142.8584356,644,145,427,http://www.city.fukuchiyama.kyoto.jp/
26202,舞鶴市,44168,311,245.4986554,525,146,418,http://www.city.maizuru.kyoto.jp/
26203,綾部市,34926,398,97.43877845,706,123,752,http://www.city.ayabe.lg.jp/
26204,宇治市,97377,130,2734.350015,157,123,753,http://www.city.uji.kyoto.jp/
26205,宮津市,17779,788,106.6689823,690,134,576,http://www.city.miyazu.kyoto.jp/
26206,亀岡市,38600,366,398.0382562,426,109,1016,http://www.city.kameoka.kyoto.jp/
26207,城陽市,78897,169,2350.015286,172,111,973,http://www.city.joyo.kyoto.jp/
26208,向日市,151079,69,6914.507772,70,133,589,http://www.city.muko.kyoto.jp/
26209,長岡京市,176707,51,4177.882107,112,164,247,http://www.city.nagaokakyo.lg.jp/
26210,八幡市,84871,152,2984.147844,147,129,655,http://www.city.yawata.kyoto.jp/
26211,京田辺市,104996,115,1650.396086,206,155,317,http://www.kyotanabe.jp/
26212,京丹後市,14363,931,109.7939892,684,88,1441,http://www.city.kyotango.lg.jp/
26213,南丹市,16021,868,53.77190136,786,128,673,http://www.city.nantan.kyoto.jp/www/
26214,木津川市,53231,256,855.632562,306,124,736,http://www.city.kizugawa.lg.jp/
26303,大山崎町,97429,129,#N/A,,161,262,http://www.town.oyamazaki.kyoto.jp/
26322,久御山町,78140,173,#N/A,,278,44,http://www.town.kumiyama.lg.jp/
26343,井手町,18744,741,#N/A,,115,887,http://www.town.ide.kyoto.jp/
26344,宇治田原町,32442,429,#N/A,,165,242,http://www.town.ujitawara.kyoto.jp/
26364,笠置町,8333,1249,#N/A,,108,1033,http://www.town.kasagi.lg.jp/
26365,和束町,,,#N/A,,89,1422,http://www.town.wazuka.kyoto.jp/
26366,精華町,82500,159,#N/A,,143,454,http://www.town.seika.kyoto.jp/
26367,南山城村,4787,1453,#N/A,,105,1097,http://www.vill.minamiyamashiro.lg.jp/
26407,京丹波町,4688,1462,#N/A,,121,786,http://www.town.kyotamba.kyoto.jp/
26463,伊根町,,,#N/A,,73,1642,http://www.town.ine.kyoto.jp/
26465,与謝野町,14173,940,#N/A,,80,1561,http://www.town-yosano.jp/
27100,大阪市,211661,39,11949.6692,25,246,60,http://www.city.osaka.lg.jp/
27140,堺市,108404,109,5602.122547,87,157,300,http://www.city.sakai.lg.jp/
27202,岸和田市,81929,161,2681.7694,158,122,767,http://www.city.kishiwada.osaka.jp/
27203,豊中市,171795,53,10867.79335,30,166,235,http://www.city.toyonaka.osaka.jp/
27204,池田市,143444,73,4655.32972,103,157,301,http://www.city.ikeda.osaka.jp/
27205,吹田市,208588,40,10375.94902,34,173,195,http://www.city.suita.osaka.jp/
27206,泉大津市,97073,131,5303.773585,89,149,382,http://www.city.izumiotsu.lg.jp/
27207,高槻市,151206,68,3341.523412,130,141,484,http://www.city.takatsuki.osaka.jp/
27208,貝塚市,53235,255,2018.984748,183,129,656,http://www.city.kaizuka.lg.jp/
27209,守口市,112366,101,11254.28796,29,147,410,http://www.city.moriguchi.osaka.jp/
27210,枚方市,102188,119,6206.265356,77,138,520,http://www.city.hirakata.osaka.jp/
27211,茨木市,170978,54,3661.040659,123,160,271,http://www.city.ibaraki.osaka.jp/
27212,八尾市,114998,97,6442.95302,74,143,455,http://www.city.yao.osaka.jp/
27213,泉佐野市,51645,265,1786.692621,196,203,103,http://www.city.izumisano.lg.jp/
27214,富田林市,93853,134,2869.687815,152,117,857,http://www.city.tondabayashi.osaka.jp/
27215,寝屋川市,102904,117,9616.11336,37,119,825,http://www.city.neyagawa.osaka.jp/
27216,河内長野市,61521,220,975.8916355,287,113,925,http://www.city.kawachinagano.lg.jp/
27217,松原市,93467,135,7247.89916,65,111,974,http://www.city.matsubara.osaka.jp/
27218,大東市,111356,102,6744.225506,72,137,533,http://www.city.daito.lg.jp/
27219,和泉市,68456,193,2190.032949,178,123,754,http://www.city.osaka-izumi.lg.jp/
27220,箕面市,139861,77,2785.19833,155,173,196,http://www.city.minoh.lg.jp/
27221,柏原市,75818,179,2807.422029,153,123,755,http://www.city.kashiwara.osaka.jp/
27222,羽曳野市,63631,210,4260.226843,111,109,1017,https://www.city.habikino.lg.jp/
27223,門真市,115702,96,10046.82927,36,142,468,http://www.city.kadoma.osaka.jp/
27224,摂津市,102131,120,5716.677875,84,206,98,http://www.city.settsu.osaka.jp/
27225,高石市,109473,107,5002.566372,93,177,179,http://www.city.takaishi.lg.jp/
27226,藤井寺市,114906,98,7360.854893,60,120,801,http://www.city.fujiidera.lg.jp/
27227,東大阪市,110061,105,8138.297184,50,151,359,http://www.city.higashiosaka.lg.jp/
27228,泉南市,33124,417,1274.76521,234,140,497,http://www.city.sennan.lg.jp/
27229,四條畷市,82715,158,3000.267523,145,117,858,http://www.city.shijonawate.lg.jp/
27230,交野市,145453,72,2991.585127,146,119,826,http://www.city.katano.osaka.jp/
27231,大阪狭山市,103293,116,4848.322148,100,127,692,http://www.city.osakasayama.osaka.jp/
27232,阪南市,38239,370,1500.580592,213,100,1183,http://www.city.hannan.lg.jp/
27301,島本町,122525,87,#N/A,,154,323,http://www.shimamotocho.jp/
27321,豊能町,34369,405,#N/A,,94,1324,http://www.town.toyono.osaka.jp/
27322,能勢町,4734,1455,#N/A,,111,975,http://www.town.nose.osaka.jp/
27341,忠岡町,45905,303,#N/A,,129,657,http://www.town.tadaoka.osaka.jp/
27361,熊取町,43220,322,#N/A,,95,1304,http://www.town.kumatori.lg.jp/
27362,田尻町,58317,238,#N/A,,451,18,http://www.town.tajiri.osaka.jp/
27366,岬町,19634,707,#N/A,,130,642,http://www.town.misaki.osaka.jp/
27381,太子町,59031,232,#N/A,,110,990,http://www.town.taishi.osaka.jp/
27382,河南町,25654,540,#N/A,,100,1184,http://www.town.kanan.osaka.jp/
27383,千早赤阪村,18650,747,#N/A,,94,1325,http://www.vill.chihayaakasaka.osaka.jp/
28100,神戸市,111186,103,2759.814728,156,176,184,http://www.city.kobe.lg.jp/
28201,姫路市,49502,279,1002.233989,280,177,180,http://www.city.himeji.lg.jp/
28202,尼崎市,168680,57,8922.772082,44,167,227,http://www.city.amagasaki.hyogo.jp/
28203,明石市,92568,136,5937.049777,80,136,546,http://www.city.akashi.lg.jp/
28204,西宮市,191352,44,4880.452181,97,174,193,http://www.nishi.or.jp/
28205,洲本市,17850,786,242.6691523,528,126,705,http://www.city.sumoto.lg.jp/
28206,芦屋市,250054,32,5162.425555,91,229,79,http://www.city.ashiya.lg.jp/
28207,伊丹市,142920,74,7875.32,55,148,395,http://www.city.itami.lg.jp/
28208,相生市,41631,343,333.2853982,463,142,469,http://www.city.aioi.lg.jp/
28209,豊岡市,27027,515,117.9126944,675,120,802,http://www.city.toyooka.lg.jp/
28210,加古川市,59643,229,1931.217504,188,144,436,http://www.city.kakogawa.lg.jp/
28212,赤穂市,32783,423,382.8393505,434,169,216,http://www.city.ako.lg.jp/
28213,西脇市,23271,601,308.5623679,475,118,840,http://www.city.nishiwaki.lg.jp/
28214,宝塚市,122666,86,2209.263261,175,150,371,http://www.city.takarazuka.hyogo.jp/
28215,三木市,30179,467,437.2443488,413,140,498,http://www.city.miki.lg.jp/
28216,高砂市,44736,309,2647.760326,161,185,140,http://www.city.takasago.hyogo.jp/
28217,川西市,117030,94,2926.178892,150,123,756,http://www.city.kawanishi.hyogo.jp/
28218,小野市,30971,449,522.702819,376,139,508,http://www.city.ono.hyogo.jp/
28219,三田市,41612,345,535.8073412,373,154,324,http://www.city.sanda.lg.jp/
28220,加西市,21032,670,293.5024507,486,150,372,http://www.city.kasai.hyogo.jp/
28221,篠山市,19852,702,109.881088,683,120,803,http://www.city.sasayama.lg.jp/
28222,養父市,10153,1127,57.43065901,776,99,1209,http://www.city.yabu.hyogo.jp/
28223,丹波市,6928,1331,131.1003427,656,114,907,http://www.city.tamba.hyogo.jp/
28224,南あわじ市,16650,838,204.8469499,577,116,877,http://www.city.minamiawaji.hyogo.jp/
28225,朝来市,11502,1066,76.42782712,746,137,534,http://www.city.asago.hyogo.jp/
28226,淡路市,23866,588,238.551668,530,107,1056,http://www.city.awaji.lg.jp/
28227,宍粟市,18769,739,57.35870258,777,116,878,http://www.city.shiso.lg.jp/
28228,加東市,14392,930,255.855284,515,164,248,http://www.city.kato.lg.jp/
28229,たつの市,35506,397,367.1408925,439,137,535,http://www.city.tatsuno.lg.jp/
28301,猪名川町,35846,391,#N/A,,113,926,http://www.town.inagawa.lg.jp/
28365,多可町,6928,1332,#N/A,,91,1385,http://www.takacho.jp/
28381,稲美町,25485,545,#N/A,,135,561,http://www.town.hyogo-inami.lg.jp/
28382,播磨町,66740,200,#N/A,,160,272,http://www.town.harima.lg.jp/
28442,市川町,4642,1469,#N/A,,98,1230,http://www.town.ichikawa.hyogo.jp/
28443,福崎町,24536,568,#N/A,,163,252,http://www.town.fukusaki.hyogo.jp/
28446,神河町,11752,1052,#N/A,,159,280,http://www.town.kamikawa.hyogo.jp/
28464,太子町,35712,395,#N/A,,110,991,http://www.town.taishi.osaka.jp/
28481,上郡町,5798,1396,#N/A,,158,292,http://www.town.kamigori.hyogo.jp/
28501,佐用町,8195,1257,#N/A,,120,804,http://www.town.sayo.lg.jp/
28585,香美町,11284,1080,#N/A,,93,1345,http://www.town.mikata-kami.lg.jp/
28586,新温泉町,16901,823,#N/A,,91,1386,http://www.town.shinonsen.hyogo.jp/
29201,奈良市,81069,164,1301.039936,233,143,456,http://www.city.nara.lg.jp/
29202,大和高田市,42781,332,3933.070388,116,98,1231,http://www.city.yamatotakada.nara.jp/
29203,大和郡山市,49118,283,2039.119232,181,136,547,http://www.city.yamatokoriyama.nara.jp/
29204,天理市,49553,278,779.8889146,324,115,888,http://www.city.tenri.nara.jp/
29205,橿原市,76426,177,3137.285137,139,125,721,http://www.city.kashihara.nara.jp/
29206,桜井市,43338,320,578.7483571,362,105,1098,http://www.city.sakurai.lg.jp/
29207,五條市,18276,767,106.1468393,691,102,1148,http://www.city.gojo.lg.jp/
29208,御所市,21160,662,443.5127105,409,104,1117,http://www.city.gose.nara.jp/
29209,生駒市,84602,153,2224.515522,174,140,499,http://www.city.ikoma.lg.jp/
29210,香芝市,86798,149,3197.073372,136,112,949,http://www.city.kashiba.lg.jp/
29211,葛城市,50392,272,1086.447212,265,107,1057,http://www.city.katsuragi.nara.jp/
29212,宇陀市,21395,658,125.6767677,663,85,1488,http://www.city.uda.nara.jp/
29322,山添村,870,1642,#N/A,,121,787,http://www.vill.yamazoe.nara.jp/
29342,平群町,24164,580,#N/A,,103,1131,http://www.town.heguri.nara.jp/
29343,三郷町,43051,325,#N/A,,93,1346,http://www.town.sango.nara.jp/
29344,斑鳩町,53189,257,#N/A,,102,1149,http://www.town.ikaruga.nara.jp/
29345,安堵町,,,#N/A,,97,1252,https://www.town.ando.nara.jp/
29361,川西町,58944,233,#N/A,,80,1562,http://www.town.kawanishi.yamagata.jp/
29362,三宅町,37958,377,#N/A,,85,1489,http://www.town.miyake.nara.jp/
29363,田原本町,77520,174,#N/A,,112,950,http://www.town.tawaramoto.nara.jp/
29385,曽爾村,9091,1201,#N/A,,75,1620,http://www.vill.soni.nara.jp/
29386,御杖村,1429,1627,#N/A,,59,1724,http://www.vill.mitsue.nara.jp/
29401,高取町,9524,1167,#N/A,,95,1305,http://www.town.takatori.nara.jp/
29402,明日香村,24242,578,#N/A,,75,1621,http://www.asukamura.jp/
29424,上牧町,59288,231,#N/A,,94,1326,http://www.town.kanmaki.nara.jp/
29425,王寺町,49774,277,#N/A,,132,603,http://www.town.oji.nara.jp/
29426,広陵町,65845,204,#N/A,,113,927,http://www.town.koryo.nara.jp/
29427,河合町,38102,374,#N/A,,112,951,http://www.town.kawai.nara.jp/
29441,吉野町,,,#N/A,,93,1347,http://www.town.yoshino.nara.jp/
29442,大淀町,12796,1004,#N/A,,99,1210,http://www.town.oyodo.lg.jp/
29443,下市町,,,#N/A,,85,1490,http://www.town.shimoichi.lg.jp/
29444,黒滝村,,,#N/A,,86,1473,http://www.vill.kurotaki.nara.jp/
29446,天川村,8571,1233,#N/A,,113,928,http://www.vill.tenkawa.nara.jp/
29447,野迫川村,,,#N/A,,163,253,http://www.vill.nosegawa.nara.jp/
29449,十津川村,13077,994,#N/A,,184,147,http://www.vill.totsukawa.lg.jp/
29450,下北山村,,,#N/A,,254,53,http://www.vill.shimokitayama.nara.jp/
29451,上北山村,,,#N/A,,182,155,http://vill.kamikitayama.nara.jp/
29452,川上村,,,#N/A,,151,360,http://www.vill.kawakami.nagano.jp/
29453,東吉野村,5371,1430,#N/A,,72,1651,http://www.vill.higashiyoshino.nara.jp/
30201,和歌山市,48096,287,1743.698525,200,155,318,http://www.city.wakayama.wakayama.jp/
30202,海南市,37158,385,513.1604987,379,131,622,http://www.city.kainan.wakayama.jp/
30203,橋本市,18375,761,487.3305247,396,107,1058,http://www.city.hashimoto.lg.jp/
30204,有田市,19458,715,771.7538628,326,114,908,http://www.city.arida.lg.jp/
30205,御坊市,20723,676,564.8143931,365,136,548,http://www.city.gobo.wakayama.jp/
30206,田辺市,37052,386,72.810665,752,105,1099,http://www.city.tanabe.lg.jp/
30207,新宮市,32034,434,114.9198762,679,105,1100,http://www.city.shingu.lg.jp/
30208,紀の川市,22189,625,274.3788616,498,98,1232,http://www.city.kinokawa.lg.jp/
30209,岩出市,33354,415,1388.003116,223,103,1132,http://www.city.iwade.lg.jp/
30304,紀美野町,11496,1067,#N/A,,86,1474,http://www.town.kimino.wakayama.jp/
30341,かつらぎ町,11269,1081,#N/A,,114,909,http://www.town.katsuragi.wakayama.jp/
30343,九度山町,25000,559,#N/A,,92,1363,http://www.town.kudoyama.wakayama.jp/
30344,高野町,,,#N/A,,111,976,http://www.town.koya.wakayama.jp/
30361,湯浅町,26154,526,#N/A,,87,1456,http://www.town.yuasa.wakayama.jp/
30362,広川町,12867,1001,#N/A,,103,1133,http://www.town.hirogawa.wakayama.jp/
30366,有田川町,27749,506,#N/A,,107,1059,http://www.town.aridagawa.lg.jp/
30381,美浜町,12893,999,#N/A,,261,48,http://www.town.mihama.fukui.jp/
30382,日高町,20437,683,#N/A,,118,841,http://www.town.hidaka.hokkaido.jp/
30383,由良町,8901,1213,#N/A,,130,643,http://www.town.yura.wakayama.jp/
30390,印南町,6241,1366,#N/A,,108,1034,http://www.town.wakayama-inami.lg.jp/
30391,みなべ町,15926,872,#N/A,,108,1035,http://www.town.minabe.lg.jp/
30392,日高川町,12038,1039,#N/A,,108,1036,http://www.town.hidakagawa.lg.jp/
30401,白浜町,23668,593,#N/A,,141,485,http://www.town.shirahama.wakayama.jp/
30404,上富田町,26606,521,#N/A,,100,1185,http://www.town.kamitonda.lg.jp/
30406,すさみ町,4545,1476,#N/A,,98,1233,http://www.town.susami.lg.jp/
30421,那智勝浦町,25675,537,#N/A,,92,1364,http://www.town.nachikatsuura.wakayama.jp/
30422,太地町,16159,860,#N/A,,72,1652,http://www.town.taiji.lg.jp/
30424,古座川町,389,1646,#N/A,,66,1700,http://www.town.kozagawa.wakayama.jp/
30427,北山村,,,#N/A,,148,396,http://www.vill.kitayama.wakayama.jp/
30428,串本町,16434,846,#N/A,,82,1529,http://www.town.kushimoto.wakayama.jp/
