市区町村コード,市区町村名,面積あたり平均価格（円／㎡）(2015年)(住宅地),面積あたり平均価格（円／㎡）(2015年)(住宅地)　高価順,人口密度 人/km2 (2015),人口密度 人/km2 (2015) 大きい順,地方税(千円) 2015,地方税(千円) 2015 高い順,HP
5434,美郷町,7495,1299,#N/A,,68,1683,http://www.town.misato.akita.jp/
5463,羽後町,10099,1133,#N/A,,66,1698,http://www.town.ugo.lg.jp/
5464,東成瀬村,,,#N/A,,65,1703,http://www.higashinaruse.com/
6201,山形市,43690,314,665.7015473,340,143,443,http://www.city.yamagata-yamagata.lg.jp/
6202,米沢市,14741,911,156.7027037,631,124,725,http://www.city.yonezawa.yamagata.jp/
6203,鶴岡市,19664,706,98.85553514,705,109,1004,http://www.city.tsuruoka.lg.jp/
6204,酒田市,21417,657,176.2011377,609,121,774,http://www.city.sakata.lg.jp/
6205,新庄市,17725,790,165.5553063,621,120,793,http://www.city.shinjo.yamagata.jp/
6206,寒河江市,20166,689,296.7417104,479,120,794,http://www.city.sagae.yamagata.jp/
6207,上山市,23416,597,131.0297597,657,113,918,http://www.city.kaminoyama.yamagata.jp/
6208,村山市,15321,887,125.3122144,664,97,1247,http://www.city.murayama.lg.jp/
6209,長井市,15023,901,129.3007873,658,114,896,http://www.city.nagai.yamagata.jp/
6210,天童市,33912,409,550.3406778,370,130,627,http://www.city.tendo.yamagata.jp/
6211,東根市,23313,600,230.8301923,543,135,550,http://www.city.higashine.yamagata.jp/
6212,尾花沢市,9082,1203,45.50774434,795,95,1300,http://www.city.obanazawa.yamagata.jp/
6213,南陽市,15808,873,201.1275853,584,109,1005,http://www.city.nanyo.yamagata.jp/
6301,山辺町,23145,605,#N/A,,83,1511,http://www.town.yamanobe.yamagata.jp/
6302,中山町,14082,944,#N/A,,86,1466,http://www.town.nakayama.yamagata.jp/
6321,河北町,20318,684,#N/A,,100,1179,http://www.town.kahoku.yamagata.jp/
6322,西川町,,,#N/A,,135,551,http://www.town.nishikawa.yamagata.jp/
6323,朝日町,7244,1311,#N/A,,78,1585,http://www.town.asahi.yamagata.jp/
6324,大江町,9344,1181,#N/A,,88,1436,http://www.town.oe.yamagata.jp/
6341,大石田町,9074,1204,#N/A,,83,1512,http://www.town.oishida.yamagata.jp/
6361,金山町,5083,1439,#N/A,,74,1631,http://www.town.kaneyama.fukushima.jp/
6362,最上町,3166,1549,#N/A,,81,1540,http://mogami.tv/
6363,舟形町,9539,1166,#N/A,,81,1541,http://www.town.funagata.yamagata.jp/
6364,真室川町,3697,1529,#N/A,,76,1610,http://www.yume-net.org/
6365,大蔵村,9000,1206,#N/A,,89,1418,http://www.vill.ohkura.yamagata.jp/
6366,鮭川村,3961,1510,#N/A,,75,1617,http://www.vill.sakegawa.yamagata.jp/
6367,戸沢村,3519,1536,#N/A,,68,1684,http://www.vill.tozawa.yamagata.jp/
6381,高畠町,14165,941,#N/A,,93,1339,http://www.town.takahata.yamagata.jp/
6382,川西町,5724,1404,#N/A,,80,1556,http://www.town.kawanishi.yamagata.jp/
6401,小国町,9151,1198,#N/A,,117,848,http://www.town.oguni.yamagata.jp/
6402,白鷹町,4665,1465,#N/A,,80,1557,http://www.town.shirataka.lg.jp/
6403,飯豊町,2342,1604,#N/A,,82,1528,http://www.town.iide.yamagata.jp/
6426,三川町,5728,1403,#N/A,,125,714,http://www.town.mikawa.yamagata.jp/
6428,庄内町,14486,925,#N/A,,86,1467,http://www.town.shonai.lg.jp/
6461,遊佐町,3844,1519,#N/A,,83,1513,http://www.town.yuza.yamagata.jp/
7201,福島市,39101,360,383.2738498,432,135,552,http://www.city.fukushima.fukushima.jp/
7202,会津若松市,27005,516,323.9470455,467,124,726,http://www.city.aizuwakamatsu.fukushima.jp/
7203,郡山市,41734,340,443.0058109,410,143,444,http://www.city.koriyama.fukushima.jp/
7204,いわき市,39729,357,284.2786643,492,148,384,http://www.city.iwaki.fukushima.jp/
7205,白河市,18931,735,202.7806891,582,134,567,http://www.city.shirakawa.fukushima.jp/
7207,須賀川市,21086,665,277.1391762,496,119,815,http://www.city.sukagawa.fukushima.jp/
7208,喜多方市,20148,691,89.02691885,722,93,1340,http://www.city.kitakata.fukushima.jp/
7209,相馬市,20467,681,194.9340209,593,146,413,http://www.city.soma.fukushima.jp/
7210,二本松市,23079,608,168.8694036,618,107,1048,http://www.city.nihonmatsu.lg.jp/
7211,田村市,14468,926,84.00715642,732,93,1341,http://www.city.tamura.lg.jp/
7212,南相馬市,19767,705,145.0072758,641,138,512,http://www.city.minamisoma.lg.jp/
7213,伊達市,16963,820,140.4741001,647,107,1049,http://www.city.date.hokkaido.jp/
7214,本宮市,23886,586,351.3292434,451,132,596,http://www.city.motomiya.lg.jp/
7301,桑折町,13551,968,#N/A,,109,1006,http://www.town.koori.fukushima.jp/
7303,国見町,6319,1361,#N/A,,96,1273,http://www.town.kunimi.fukushima.jp/
7308,川俣町,14460,927,#N/A,,79,1572,http://www.town.kawamata.lg.jp/
7322,大玉村,16115,863,#N/A,,99,1203,http://www.vill.otama.fukushima.jp/
7342,鏡石町,17182,812,#N/A,,121,775,http://www.town.kagamiishi.fukushima.jp/
7344,天栄村,1526,1625,#N/A,,118,832,http://www.vill.tenei.fukushima.jp/
7362,下郷町,4412,1482,#N/A,,175,186,http://town.shimogo.fukushima.jp/
7364,檜枝岐村,,,#N/A,,809,5,http://www.hinoemata.com/
7367,只見町,3797,1522,#N/A,,199,106,http://www.tadami.gr.jp/
7368,南会津町,10681,1103,#N/A,,93,1342,http://www.minamiaizu.org/
7402,北塩原村,,,#N/A,,184,141,http://www.vill.kitashiobara.fukushima.jp/
7405,西会津町,16667,836,#N/A,,86,1468,http://www.town.nishiaizu.fukushima.jp/
7407,磐梯町,3945,1512,#N/A,,166,229,http://www1.town.bandai.fukushima.jp/
7408,猪苗代町,11373,1075,#N/A,,122,763,http://www.town.inawashiro.fukushima.jp/
7421,会津坂下町,9656,1161,#N/A,,95,1301,http://www.town.aizubange.fukushima.jp/
7422,湯川村,3509,1538,#N/A,,97,1248,http://www.vill.yugawa.fukushima.jp/
7423,柳津町,6621,1345,#N/A,,106,1071,http://www.town.yanaizu.fukushima.jp/
7444,三島町,,,#N/A,,100,1180,http://www.town.mishima.fukushima.jp/
7445,金山町,4062,1502,#N/A,,74,1632,http://www.town.kaneyama.fukushima.jp/
7446,昭和村,,,#N/A,,61,1714,http://www.vill.showa.fukushima.jp/
7447,会津美里町,12527,1012,#N/A,,74,1633,http://www.town.aizumisato.fukushima.jp/
7461,西郷村,20559,678,#N/A,,194,114,http://www.vill.nishigo.fukushima.jp/
7464,泉崎村,,,#N/A,,177,170,http://www.vill.izumizaki.fukushima.jp/
7465,中島村,2626,1588,#N/A,,96,1274,http://www.vill-nakajima.jp/
7466,矢吹町,13824,956,#N/A,,124,727,http://www.town.yabuki.fukushima.jp/
7481,棚倉町,16125,862,#N/A,,141,472,http://www.town.tanagura.fukushima.jp/
7482,矢祭町,9412,1178,#N/A,,157,294,http://www.town.yamatsuri.fukushima.jp/
7483,塙町,8371,1248,#N/A,,97,1249,http://www.town.hanawa.fukushima.jp/
7484,鮫川村,,,#N/A,,73,1641,http://www.vill.samegawa.fukushima.jp/
7501,石川町,14766,908,#N/A,,102,1143,http://www.town.ishikawa.fukushima.jp/
7502,玉川村,17210,810,#N/A,,106,1072,http://www.vill.tamakawa.fukushima.jp/
7503,平田村,8000,1270,#N/A,,92,1357,http://www.vill.hirata.fukushima.jp/
7504,浅川町,13147,988,#N/A,,98,1225,http://www.town.asakawa.fukushima.jp/
7505,古殿町,1161,1634,#N/A,,90,1402,http://www.town.furudono.fukushima.jp/
7521,三春町,17601,792,#N/A,,95,1302,http://www.town.miharu.fukushima.jp/
7522,小野町,2894,1572,#N/A,,91,1381,http://www.town.ono.fukushima.jp/
7541,広野町,10334,1116,#N/A,,619,9,http://www.town.hirono.fukushima.jp/
7542,楢葉町,7177,1317,#N/A,,232,75,http://www.town.naraha.lg.jp/
7543,富岡町,22222,624,#N/A,,139,502,http://www.tomioka-town.jp/
7544,川内村,2515,1593,#N/A,,153,326,http://www.kawauchimura.jp/
7545,大熊町,,,#N/A,,406,23,http://www.town.okuma.fukushima.jp/
7546,双葉町,,,#N/A,,174,190,http://www.town.fukushima-futaba.lg.jp/
7547,浪江町,6792,1336,#N/A,,41,1734,http://www.town.namie.fukushima.jp/
7548,葛尾村,,,#N/A,,157,295,http://www.katsurao.org/
7561,新地町,8276,1251,#N/A,,258,50,http://www.shinchi-town.jp/
7564,飯舘村,,,#N/A,,71,1662,http://www.vill.iitate.fukushima.jp/
8201,水戸市,27320,510,1246.010491,241,150,362,http://www.city.mito.lg.jp/
8202,日立市,29132,484,819.7661026,315,153,327,http://www.city.hitachi.lg.jp/
8203,土浦市,19251,721,1145.772642,252,155,313,http://www.city.tsuchiura.lg.jp/
8204,古河市,24716,564,1140.524357,253,133,583,http://www.city.ibaraki-koga.lg.jp/
8205,石岡市,14556,920,352.7119195,449,124,728,http://www.city.ishioka.lg.jp/
8207,結城市,17684,791,784.580292,322,126,697,http://www.city.yuki.lg.jp/
8208,龍ケ崎市,22106,627,997.3520051,281,127,682,http://www.city.ryugasaki.ibaraki.jp/
8210,下妻市,14008,946,535.2744807,374,124,729,http://www.city.shimotsuma.lg.jp/
8211,常総市,14258,936,497.2743449,391,145,420,http://www.city.joso.lg.jp/
8212,常陸太田市,11172,1088,140.5790478,646,98,1226,http://www.city.hitachiota.ibaraki.jp/
8214,高萩市,14838,904,153.1046596,637,130,628,http://www.city.takahagi.ibaraki.jp/
8215,北茨城市,17754,789,237.751606,531,124,730,http://www.city.kitaibaraki.lg.jp/
8216,笠間市,12860,1002,319.2138103,468,115,885,http://www.city.kasama.lg.jp/
8217,取手市,33984,408,1523.73463,211,131,609,http://www.city.toride.ibaraki.jp/
8219,牛久市,37890,378,1431.042091,219,138,513,http://www.city.ushiku.lg.jp/
8220,つくば市,42998,327,799.9541802,319,188,129,http://www.city.tsukuba.ibaraki.jp/
8221,ひたちなか市,27830,505,1557.980586,209,150,363,http://www.city.hitachinaka.lg.jp/
8222,鹿嶋市,18423,759,640.2471232,345,165,239,http://www.city.kashima.ibaraki.jp/
8223,潮来市,10164,1126,407.7170868,422,107,1050,http://www.city.itako.lg.jp/
8224,守谷市,74366,184,1813.301596,195,172,198,http://www.city.moriya.ibaraki.jp/
8225,常陸大宮市,10235,1119,122.2183958,667,109,1007,http://www.city.hitachiomiya.lg.jp/
8226,那珂市,16876,826,554.8558577,368,121,776,http://www.city.naka.lg.jp/
8227,筑西市,10189,1123,509.3667803,383,146,414,http://www.city.chikusei.lg.jp/
8228,坂東市,6656,1343,439.6244818,411,129,649,http://www.city.bando.lg.jp/
8229,稲敷市,6131,1372,208.0073855,570,112,941,http://www.city.inashiki.lg.jp/
8230,かすみがうら市,18891,738,269.137931,502,126,698,http://www.city.kasumigaura.ibaraki.jp/
8231,桜川市,7908,1272,236.7655226,532,101,1161,http://www.city.sakuragawa.lg.jp/
8232,神栖市,13534,970,643.2693616,343,233,73,http://www.city.kamisu.ibaraki.jp/
8233,行方市,4700,1459,156.9084862,630,100,1181,http://www.city.namegata.ibaraki.jp/
8234,鉾田市,11427,1071,231.9107943,540,93,1343,http://www.city.hokota.lg.jp/
8235,つくばみらい市,49204,281,620.7175341,349,150,364,http://www.city.tsukubamirai.lg.jp/
8236,小美玉市,7299,1309,351.7410529,450,123,742,http://www.city.omitama.lg.jp/
8302,茨城町,8387,1245,#N/A,,106,1073,http://www.town.ibaraki.lg.jp/
8309,大洗町,17601,793,#N/A,,160,266,http://www.town.oarai.lg.jp/
8310,城里町,7758,1282,#N/A,,95,1303,http://www.town.shirosato.lg.jp/
8341,東海村,32311,431,#N/A,,324,26,http://www.vill.tokai.ibaraki.jp/
8364,大子町,3538,1533,#N/A,,94,1319,http://www.town.daigo.ibaraki.jp/
8442,美浦村,6745,1339,#N/A,,148,385,http://www.vill.miho.lg.jp/
8443,阿見町,23770,591,#N/A,,157,296,http://www.town.ami.lg.jp/
8447,河内町,5517,1418,#N/A,,93,1344,http://www.town.ibaraki-kawachi.lg.jp/
8521,八千代町,5899,1384,#N/A,,114,897,http://www.town.ibaraki-yachiyo.lg.jp/
8542,五霞町,9455,1175,#N/A,,243,64,http://www.town.goka.lg.jp/
8546,境町,10428,1113,#N/A,,131,610,http://www.town.sakai.ibaraki.jp/
8564,利根町,7174,1318,#N/A,,80,1558,http://www.town.tone.ibaraki.jp/
9201,宇都宮市,42263,335,1244.078206,242,176,183,http://www.city.utsunomiya.tochigi.jp/
9202,足利市,20950,672,840.7515752,312,127,683,http://www.city.ashikaga.tochigi.jp/
9203,栃木市,18354,762,480.2745098,398,128,662,http://www.city.tochigi.lg.jp/
9204,佐野市,22740,617,334.0046062,462,142,459,http://www.city.sano.lg.jp/
9205,鹿沼市,20440,682,200.5013859,586,141,473,http://www.city.kanuma.tochigi.jp/
9206,日光市,11578,1061,57.51432927,775,153,328,http://www.city.nikko.lg.jp/
9208,小山市,29747,470,970.8896134,289,171,202,http://www.city.oyama.tochigi.jp/
9209,真岡市,19112,727,475.3137325,399,154,320,http://www.city.moka.tochigi.jp/
9210,大田原市,12304,1023,212.9388193,560,140,491,http://www.city.ohtawara.tochigi.jp/
9211,矢板市,9696,1156,195.6705385,591,134,568,http://www.city.yaita.tochigi.jp/
9213,那須塩原市,13117,990,197.6347134,588,157,297,http://www.city.nasushiobara.lg.jp/
9214,さくら市,16638,840,357.4066704,444,147,402,http://www.city.tochigi-sakura.lg.jp/
9215,那須烏山市,12177,1032,155.1304847,634,109,1008,http://www.city.nasukarasuyama.lg.jp/
9216,下野市,33592,412,796.7690039,320,156,305,http://www.city.shimotsuke.lg.jp/
9301,上三川町,30937,452,#N/A,,243,65,http://www.town.kaminokawa.tochigi.jp/
9342,益子町,7517,1298,#N/A,,97,1250,http://www.town.mashiko.tochigi.jp/
9343,茂木町,9266,1187,#N/A,,112,942,http://www.town.motegi.tochigi.jp/
9344,市貝町,9921,1143,#N/A,,172,199,http://www.town.ichikai.tochigi.jp/
9345,芳賀町,18540,753,#N/A,,281,39,http://www.town.haga.tochigi.jp/
9361,壬生町,23546,595,#N/A,,120,795,http://www.town.mibu.tochigi.jp/
9364,野木町,28889,490,#N/A,,143,445,http://www.town.nogi.lg.jp/
9384,塩谷町,2409,1603,#N/A,,118,833,http://www.town.shioya.tochigi.jp/
9386,高根沢町,32625,426,#N/A,,140,492,http://www.town.takanezawa.tochigi.jp/
9407,那須町,5841,1392,#N/A,,191,123,http://www.town.nasu.lg.jp/
9411,那珂川町,5685,1408,#N/A,,113,919,http://www.town.tochigi-nakagawa.lg.jp/
10201,前橋市,34593,403,1078.834366,266,154,321,http://www.city.maebashi.gunma.jp/
10202,高崎市,30346,465,807.7445771,316,159,273,http://www.city.takasaki.gunma.jp/
10203,桐生市,16085,867,417.9777737,420,114,898,http://www.city.kiryu.gunma.jp/
10204,伊勢崎市,25661,539,1497.518646,214,139,503,http://www.city.isesaki.lg.jp/
10205,太田市,23667,594,1252.176142,240,184,142,http://www.city.ota.gunma.jp/
10206,沼田市,17962,783,109.7641275,685,125,715,http://www.city.numata.gunma.jp/
10207,館林市,19019,733,1257.454486,237,152,339,http://www.city.tatebayashi.gunma.jp/
10208,渋川市,15631,878,326.2621218,465,134,569,http://www.city.shibukawa.lg.jp/
10209,藤岡市,18446,757,364.4572633,441,130,629,http://www.city.fujioka.gunma.jp/
10210,富岡市,14192,938,404.9328449,423,131,611,http://www.city.tomioka.lg.jp/
10211,安中市,11798,1049,211.8309146,564,171,203,http://www.city.annaka.lg.jp/
10212,みどり市,14726,913,244.2471932,527,117,849,http://www.city.midori.gunma.jp/
10344,榛東村,11821,1047,#N/A,,98,1227,http://www.vill.shinto.gunma.jp/
10345,吉岡町,25860,534,#N/A,,116,870,http://www.town.yoshioka.gunma.jp/
10366,上野村,,,#N/A,,1384,2,http://www.uenomura.jp/
10367,神流町,3813,1520,#N/A,,83,1514,http://www.town.kanna.gunma.jp/
10382,下仁田町,13585,966,#N/A,,107,1051,http://www.town.shimonita.lg.jp/
10383,南牧村,,,#N/A,,85,1485,http://www.nanmoku.ne.jp/
10384,甘楽町,12737,1005,#N/A,,105,1091,http://www.town.kanra.gunma.jp/
10421,中之条町,8275,1252,#N/A,,130,630,http://www.town.nakanojo.gunma.jp/
10424,長野原町,3892,1514,#N/A,,171,204,http://www.town.naganohara.gunma.jp/
10425,嬬恋村,2260,1608,#N/A,,185,139,http://www.vill.tsumagoi.gunma.jp/
10426,草津町,18214,771,#N/A,,285,35,http://www.town.kusatsu.gunma.jp/
10428,高山村,3704,1528,#N/A,,123,743,http://vill.takayama.gunma.jp/
10429,東吾妻町,4661,1466,#N/A,,132,597,http://www1.town.higashiagatsuma.gunma.jp/
10443,片品村,1389,1629,#N/A,,120,796,http://www.vill.katashina.gunma.jp/
10444,川場村,4167,1500,#N/A,,114,899,http://www.vill.kawaba.gunma.jp/
10448,昭和村,6952,1328,#N/A,,61,1715,http://www.vill.showa.fukushima.jp/
10449,みなかみ町,7996,1271,#N/A,,180,156,http://www.town.minakami.gunma.jp/
10464,玉村町,20746,674,#N/A,,123,744,http://www.town.tamamura.lg.jp/
10521,板倉町,12213,1029,#N/A,,127,684,http://www.town.itakura.gunma.jp/
10522,明和町,9099,1199,#N/A,,172,200,http://www.town.meiwa.gunma.jp/
10523,千代田町,11830,1046,#N/A,,189,125,http://www.town.chiyoda.gunma.jp/
10524,大泉町,22435,620,#N/A,,214,86,http://www.town.oizumi.gunma.jp/
10525,邑楽町,18683,745,#N/A,,135,553,http://www.town.ora.gunma.jp/
11100,さいたま市,150960,70,5813.268638,82,178,164,http://www.city.saitama.jp/
11201,川越市,99270,125,3214.010813,135,159,274,http://www.city.kawagoe.saitama.jp/
11202,熊谷市,37187,384,1243.536479,243,148,386,http://www.city.kumagaya.lg.jp/
11203,川口市,142690,75,9331.912833,39,155,314,http://www.city.kawaguchi.lg.jp/
11206,行田市,21138,663,1216.669136,244,123,745,http://www.city.gyoda.lg.jp/
11207,秩父市,33014,418,109.9890971,682,133,584,http://www.city.chichibu.lg.jp/
11208,所沢市,123721,85,4720.371654,102,152,340,http://www.city.tokorozawa.saitama.jp/
11209,飯能市,43446,318,418.1041181,419,149,375,https://www.city.hanno.lg.jp/
11210,加須市,18156,774,841.927982,310,132,598,http://www.city.kazo.lg.jp/
11211,本庄市,21553,648,868.3353774,305,142,460,http://www.city.honjo.lg.jp/
11212,東松山市,38135,373,1399.188982,222,138,514,http://www.city.higashimatsuyama.lg.jp/
11214,春日部市,55724,251,3525.893939,127,118,834,http://www.city.kasukabe.lg.jp/
11215,狭山市,78588,171,3110.941008,142,138,515,http://www.city.sayama.saitama.jp/
11216,羽生市,14493,923,935.7776262,294,134,570,http://www.city.hanyu.lg.jp/
11217,鴻巣市,46379,299,1750.771056,199,122,764,http://www.city.kounosu.saitama.jp/
11218,深谷市,27893,504,1039.322107,270,128,663,http://www.city.fukaya.saitama.jp/
11219,上尾市,89949,141,4948.275104,94,132,599,http://www.city.ageo.lg.jp/
11221,草加市,113525,99,8996.13984,43,146,415,http://www.city.soka.saitama.jp/
11222,越谷市,98238,128,5602.556441,86,140,493,http://www.city.koshigaya.saitama.jp/
11223,蕨市,212913,38,14140.9002,16,153,329,http://www.city.warabi.saitama.jp/
11224,戸田市,224912,36,7484.881803,58,206,95,http://www.city.toda.saitama.jp/
11225,入間市,65088,205,3320.429626,132,141,474,http://www.city.iruma.saitama.jp/
11227,朝霞市,169417,55,7431.788441,59,156,306,http://www.city.asaka.lg.jp/
11228,志木市,176814,50,8030.497238,52,143,446,http://www.city.shiki.lg.jp/
11229,和光市,253621,31,7321.195652,62,177,171,http://www.city.wako.lg.jp/
11230,新座市,102516,118,7116.856892,67,141,475,http://www.city.niiza.lg.jp/
11231,桶川市,81682,163,2916.607495,151,134,571,http://www.city.okegawa.lg.jp/
11232,久喜市,47922,290,1848.210169,192,143,447,http://www.city.kuki.lg.jp/
11233,北本市,71503,189,3401.059536,128,135,554,http://www.city.kitamoto.saitama.jp/
11234,八潮市,133542,80,4812.264151,101,184,143,http://www.city.yashio.lg.jp/
11235,富士見市,142555,76,5467.981791,88,132,600,http://www.city.fujimi.saitama.jp/
11237,三郷市,89605,142,4531.065383,107,152,341,http://www.city.misato.lg.jp/
11238,蓮田市,58220,239,2286.656891,173,128,664,http://www.city.hasuda.saitama.jp/
11239,坂戸市,48615,286,2478.766455,167,130,631,http://www.city.sakado.lg.jp/
11240,幸手市,21040,669,1548.01061,210,119,816,http://www.city.satte.lg.jp/
11241,鶴ヶ島市,50772,270,3980.453258,115,141,476,http://www.city.tsurugashima.lg.jp/
11242,日高市,32766,424,1190.395956,247,140,494,http://www.city.hidaka.lg.jp/
11243,吉川市,73140,186,2202.716361,176,130,632,http://www.city.yoshikawa.saitama.jp/
11245,ふじみ野市,98547,127,7579.918033,57,140,495,http://www.city.fujimino.saitama.jp/
11246,白岡市,67166,197,2068.017657,180,131,612,http://www.city.shiraoka.lg.jp/
11301,伊奈町,75008,182,#N/A,,125,716,http://www.town.saitama-ina.lg.jp/
11324,三芳町,47789,291,#N/A,,197,110,http://www.town.saitama-miyoshi.lg.jp/
11326,毛呂山町,24078,581,#N/A,,102,1144,http://www.town.moroyama.saitama.jp/
11327,越生町,19891,699,#N/A,,112,943,http://www.town.ogose.saitama.jp/
11341,滑川町,46494,298,#N/A,,171,205,http://www.town.namegawa.lg.jp/
11342,嵐山町,34188,406,#N/A,,150,365,http://www.town.ranzan.saitama.jp/
11343,小川町,13985,949,#N/A,,118,835,http://www.town.ogawa.saitama.jp/
11346,川島町,16379,848,#N/A,,151,351,http://www.town.kawajima.saitama.jp/
11347,吉見町,16752,833,#N/A,,131,613,http://www.town.yoshimi.saitama.jp/
11348,鳩山町,18694,743,#N/A,,122,765,http://www.town.hatoyama.saitama.jp/
11349,ときがわ町,9473,1172,#N/A,,114,900,http://www.town.tokigawa.lg.jp/
11361,横瀬町,7838,1278,#N/A,,129,650,http://www.town.yokoze.saitama.jp/
11362,皆野町,11689,1054,#N/A,,105,1092,http://www.town.minano.saitama.jp/
11363,長瀞町,14732,912,#N/A,,113,920,http://www.town.nagatoro.saitama.jp/
11365,小鹿野町,9197,1191,#N/A,,103,1127,http://www.town.ogano.lg.jp/index.html
11369,東秩父村,2909,1570,#N/A,,81,1542,http://www.vill.higashichichibu.saitama.jp/
11381,美里町,8019,1269,#N/A,,99,1204,http://www.town.misato.miyagi.jp/
11383,神川町,10736,1100,#N/A,,121,777,http://www.town.kamikawa.saitama.jp/
11385,上里町,19902,698,#N/A,,122,766,http://www.town.kamisato.saitama.jp/
11408,寄居町,14116,943,#N/A,,149,376,http://www.town.yorii.saitama.jp/
11442,宮代町,34839,399,#N/A,,109,1009,http://www.town.miyashiro.lg.jp/
11464,杉戸町,37023,387,#N/A,,116,871,http://www.town.sugito.lg.jp/
11465,松伏町,40673,351,#N/A,,102,1145,http://www.town.matsubushi.lg.jp/
12100,千葉市,89562,143,3576.251104,125,182,151,http://www.city.chiba.jp/index.html
12202,銚子市,16785,830,765.1146217,328,121,778,http://www.city.choshi.chiba.jp/
12203,市川市,178595,49,8385.239339,49,170,206,http://www.city.ichikawa.lg.jp/
12204,船橋市,129428,82,7275.052558,64,156,307,http://www.city.funabashi.lg.jp/
12205,館山市,15692,877,430.9033137,417,123,746,http://www.city.tateyama.chiba.jp/
12206,木更津市,33371,414,965.3904282,290,141,477,http://www.city.kisarazu.lg.jp/
12207,松戸市,101052,123,7876.832845,54,139,504,http://www.city.matsudo.chiba.jp/
12208,野田市,42835,330,1483.177209,215,143,448,http://www.city.noda.chiba.jp/
12210,茂原市,16095,865,897.5980785,300,148,387,http://www.city.mobara.chiba.jp/
12211,成田市,45463,304,613.4960718,350,240,68,http://www.city.narita.chiba.jp/
12212,佐倉市,52643,258,1665.917639,205,134,572,http://www.city.sakura.lg.jp/
12213,東金市,13124,989,680.5655296,339,120,797,http://www.city.togane.chiba.jp/
12215,旭市,11554,1063,510.4331161,382,107,1052,http://www.city.asahi.lg.jp/
12216,習志野市,152187,67,8007.105389,53,159,275,http://www.city.narashino.lg.jp/
12217,柏市,78557,172,3607.756667,124,158,285,http://www.city.kashiwa.lg.jp/
12218,勝浦市,12943,997,204.853129,576,110,988,http://www.city.katsuura.lg.jp/
12219,市原市,35804,393,746.003205,331,168,218,http://www.city.ichihara.chiba.jp/
12220,流山市,113274,100,4936.947905,95,141,478,http://www.city.nagareyama.chiba.jp/
12221,八千代市,81882,162,3758.552248,121,142,461,http://www.city.yachiyo.chiba.jp/
12222,我孫子市,60606,223,3049.965238,144,131,614,http://www.city.abiko.chiba.jp/
12223,鴨川市,25107,555,177.5243277,607,125,717,http://www.city.kamogawa.lg.jp/
12224,鎌ケ谷市,62921,211,5166.840607,90,121,779,http://www.city.kamagaya.chiba.jp/
12225,君津市,30643,461,269.8566544,501,194,115,http://www.city.kimitsu.lg.jp/
12226,富津市,14763,909,221.8702866,550,179,161,http://www.city.futtsu.lg.jp/
12227,浦安市,304097,25,9481.156069,38,249,57,http://www.city.urayasu.lg.jp/
12228,四街道市,35563,396,2585.312862,163,119,817,http://www.city.yotsukaido.chiba.jp/
12229,袖ヶ浦市,37792,380,642.0731065,344,#N/A,,http://www.city.sodegaura.lg.jp/
12230,八街市,15122,897,943.8751001,293,97,1251,http://www.city.yachimata.lg.jp/
12231,印西市,41756,339,748.606511,330,182,152,http://www.city.inzai.lg.jp/
12232,白井市,61795,216,1738.275085,202,141,479,http://www.city.shiroi.chiba.jp/
12233,富里市,34700,401,921.2323682,297,121,780,http://www.city.tomisato.lg.jp/
12234,南房総市,19299,720,169.6054575,617,96,1275,http://www.city.minamiboso.chiba.jp/
12235,匝瑳市,8944,1209,367.0311269,440,101,1162,http://www.city.sosa.lg.jp/
12236,香取市,9266,1188,295.4030875,481,104,1113,http://www.city.katori.lg.jp/
12237,山武市,10016,1136,355.8084077,445,102,1146,http://www.city.sammu.lg.jp/
12238,いすみ市,8833,1218,245.1346545,526,96,1276,http://www.city.isumi.lg.jp/
12239,大網白里市,19917,697,846.8319559,308,98,1228,http://www.city.oamishirasato.lg.jp/
12322,酒々井町,25573,543,#N/A,,135,555,http://www.town.shisui.chiba.jp/
12329,栄町,36364,389,#N/A,,108,1028,http://www.town.sakae.chiba.jp/
12342,神崎町,7339,1308,#N/A,,106,1074,http://www.town.kozaki.chiba.jp/
12347,多古町,7455,1303,#N/A,,129,651,http://www.town.tako.chiba.jp/
12349,東庄町,8910,1212,#N/A,,98,1229,http://www.town.tohnosho.chiba.jp/
12403,九十九里町,5992,1382,#N/A,,87,1452,http://www.town.kujukuri.chiba.jp/
12409,芝山町,13371,979,#N/A,,314,29,http://www.town.shibayama.lg.jp/
12410,横芝光町,6753,1338,#N/A,,99,1205,http://www.town.yokoshibahikari.chiba.jp/
12421,一宮町,17047,817,#N/A,,109,1010,http://www.town.ichinomiya.chiba.jp/
12422,睦沢町,12092,1037,#N/A,,96,1277,http://www.town.mutsuzawa.chiba.jp/
12423,長生村,5769,1400,#N/A,,104,1114,http://www.vill.chosei.chiba.jp/
12424,白子町,7295,1310,#N/A,,110,989,http://www.town.shirako.lg.jp/
12426,長柄町,9700,1155,#N/A,,159,276,http://www.town.nagara.chiba.jp/
12427,長南町,,,#N/A,,180,157,http://www.town.chonan.chiba.jp/
12441,大多喜町,10138,1129,#N/A,,112,944,http://www.town.otaki.chiba.jp/
12443,御宿町,9548,1165,#N/A,,114,901,http://www.town.onjuku.chiba.jp/
12463,鋸南町,22514,618,#N/A,,92,1358,http://www.town.kyonan.chiba.jp/
